year quarter area Species.no Age LengthGroup Length proportion proportion.adjusted Nbar
1995 1 1 18 1 7 17 0.61068 0.61068 5.38141e+06
1995 1 1 18 1 8 21 0.06532 0.06532 5.38141e+06
1995 1 1 18 2 7 19 0.0304 0.0304 378848
1995 1 1 18 2 8 23 0.39114 0.39114 378848
1995 1 1 18 2 9 27 0.48531 0.48531 378848
1995 1 1 18 2 10 32 0.09314 0.09314 378848
1995 1 1 18 3 8 24 0.02127 0.02127 277795
1995 1 1 18 3 9 28 0.4097 0.4097 277795
1995 1 1 18 3 10 32 0.42658 0.42658 277795
1995 1 1 18 3 11 37 0.12211 0.12211 277795
1995 1 1 18 3 12 42 0.02034 0.02034 277795
1995 1 1 18 4 9 28 0.0976 0.0976 64927.8
1995 1 1 18 4 10 32 0.39954 0.39954 64927.8
1995 1 1 18 4 11 37 0.3229 0.3229 64927.8
1995 1 1 18 4 12 43 0.16883 0.16883 64927.8
1995 1 1 18 4 13 52 0.01114 0.01114 64927.8
1995 1 1 18 5 9 29 0.02201 0.02201 12181.3
1995 1 1 18 5 10 33 0.26015 0.26015 12181.3
1995 1 1 18 5 11 37 0.36406 0.36406 12181.3
1995 1 1 18 5 12 44 0.31531 0.31531 12181.3
1995 1 1 18 5 13 53 0.03847 0.03847 12181.3
1995 1 1 18 6 9 28 0.01703 0.01703 1483.1
1995 1 1 18 6 10 34 0.04256 0.04256 1483.1
1995 1 1 18 6 11 37 0.31425 0.31425 1483.1
1995 1 1 18 6 12 44 0.49972 0.49972 1483.1
1995 1 1 18 6 13 54 0.11028 0.11028 1483.1
1995 1 1 18 6 14 62 0.01616 0.01616 1483.1
1995 1 1 18 7 11 39 0.16349 0.16349 265.49
1995 1 1 18 7 12 44 0.42994 0.42994 265.49
1995 1 1 18 7 13 54 0.27022 0.27022 265.49
1995 1 1 18 7 14 63 0.13635 0.13635 265.49
1995 1 1 18 8 11 37 0.23186 0.23186 106.063
1995 1 1 18 8 12 44 0.35391 0.35391 106.063
1995 1 1 18 8 13 56 0.28278 0.28278 106.063
1995 1 1 18 8 14 62 0.10316 0.10316 106.063
1995 1 1 18 8 15 75 0.01675 0.01675 106.063
1995 1 1 18 8 16 86 0.01153 0.01153 106.063
1995 1 1 18 9 12 43 0.2512 0.2512 209.74
1995 1 1 18 9 13 55 0.45326 0.45326 209.74
1995 1 1 18 9 14 63 0.29554 0.29554 209.74
1995 1 1 18 10 11 37 0.09713 0.09713 70.7464
1995 1 1 18 10 12 46 0.2192 0.2192 70.7464
1995 1 1 18 10 13 58 0.19118 0.19118 70.7464
1995 1 1 18 10 14 62 0.4486 0.4486 70.7464
1995 1 1 18 10 15 72 0.04388 0.04388 70.7464
1995 1 1 21 1 3 8 0.00993 0.00993 9.03705e+06
1995 1 1 21 1 4 9 0.03604 0.03604 9.03705e+06
1995 1 1 21 1 5 11 0.1171 0.1171 9.03705e+06
1995 1 1 21 1 6 14 0.49055 0.49055 9.03705e+06
1995 1 1 21 1 7 16 0.34637 0.34637 9.03705e+06
1995 1 1 21 2 5 11 0.00715 0.00715 4.74471e+06
1995 1 1 21 2 6 13 0.02473 0.02473 4.74471e+06
1995 1 1 21 2 7 19 0.15161 0.15161 4.74471e+06
1995 1 1 21 2 8 22 0.79107 0.79107 4.74471e+06
1995 1 1 21 2 9 26 0.02543 0.02543 4.74471e+06
1995 1 1 21 3 7 19 0.04353 0.04353 2.02147e+06
1995 1 1 21 3 8 24 0.53149 0.53149 2.02147e+06
1995 1 1 21 3 9 26 0.42498 0.42498 2.02147e+06
1995 1 1 21 4 7 18 0.00084 0.00084 598790
1995 1 1 21 4 8 24 0.09261 0.09261 598790
1995 1 1 21 4 9 27 0.90655 0.90655 598790
1995 1 1 21 5 8 24 0.03503 0.03503 283907
1995 1 1 21 5 9 28 0.91299 0.91299 283907
1995 1 1 21 5 10 31 0.05198 0.05198 283907
1995 1 1 21 6 8 24 0.01261 0.01261 149887
1995 1 1 21 6 9 28 0.86599 0.86599 149887
1995 1 1 21 6 10 31 0.1214 0.1214 149887
1995 1 1 21 7 9 29 0.63949 0.63949 105655
1995 1 1 21 7 10 31 0.36051 0.36051 105655
1995 1 1 21 8 9 29 0.29593 0.29593 206240
1995 1 1 21 8 10 31 0.70407 0.70407 206240
1995 1 1 22 1 3 8 0.01999 0.01999 1.58435e+08
1995 1 1 22 1 4 9 0.31563 0.31563 1.58435e+08
1995 1 1 22 1 5 11 0.41645 0.41645 1.58435e+08
1995 1 1 22 1 6 13 0.24794 0.24794 1.58435e+08
1995 1 1 22 2 4 9 0.01802 0.01802 1.98477e+07
1995 1 1 22 2 5 11 0.18726 0.18726 1.98477e+07
1995 1 1 22 2 6 13 0.53393 0.53393 1.98477e+07
1995 1 1 22 2 7 16 0.26079 0.26079 1.98477e+07
1995 1 1 22 3 6 14 0.03078 0.03078 3.8109e+06
1995 1 1 22 3 7 17 0.96922 0.96922 3.8109e+06
1995 1 1 22 4 7 19 0.79077 0.79077 2.38357e+06
1995 1 1 22 4 8 21 0.20923 0.20923 2.38357e+06
1995 1 1 23 1 3 8 0.01995 0.01995 1.89305e+08
1995 1 1 23 1 4 9 0.356 0.356 1.89305e+08
1995 1 1 23 1 5 11 0.47689 0.47689 1.89305e+08
1995 1 1 23 1 6 13 0.14716 0.14716 1.89305e+08
1995 1 1 23 2 5 11 0.11391 0.11391 4.2296e+07
1995 1 1 23 2 6 14 0.6864 0.6864 4.2296e+07
1995 1 1 23 2 7 16 0.19969 0.19969 4.2296e+07
1995 1 1 23 3 5 12 0.01641 0.01641 3.6011e+06
1995 1 1 23 3 6 14 0.28293 0.28293 3.6011e+06
1995 1 1 23 3 7 17 0.70066 0.70066 3.6011e+06
1995 1 1 23 4 5 12 0.00516 0.00516 4.97431e+06
1995 1 1 23 4 6 14 0.09729 0.09729 4.97431e+06
1995 1 1 23 4 7 18 0.85236 0.85236 4.97431e+06
1995 1 1 23 4 8 21 0.04518 0.04518 4.97431e+06
1995 1 1 24 1 3 8 0.00992 0.00992 6.25138e+07
1995 1 1 24 1 4 9 0.16578 0.16578 6.25138e+07
1995 1 1 24 1 5 11 0.64417 0.64417 6.25138e+07
1995 1 1 24 1 6 13 0.17784 0.17784 6.25138e+07
1995 1 1 24 1 7 16 0.00228 0.00228 6.25138e+07
1995 1 1 24 2 5 11 0.00389 0.00389 2.4352e+06
1995 1 1 24 2 6 14 0.18891 0.18891 2.4352e+06
1995 1 1 24 2 7 16 0.80567 0.80567 2.4352e+06
1995 1 1 24 2 8 21 0.00152 0.00152 2.4352e+06
1995 1 1 24 3 6 14 0.02272 0.02272 101878
1995 1 1 24 3 7 18 0.91138 0.91138 101878
1995 1 1 24 3 8 21 0.06578 0.06578 101878
1995 1 1 24 3 9 28 0.00013 0.00013 101878
1995 1 1 25 1 1 6 0.16363 0.16363 7.51632e+07
1995 1 1 25 1 2 6 0.26437 0.26437 7.51632e+07
1995 1 1 25 1 3 7 0.21554 0.21554 7.51632e+07
1995 1 1 25 1 4 9 0.33389 0.33389 7.51632e+07
1995 1 1 25 1 5 10 0.02256 0.02256 7.51632e+07
1995 1 1 25 2 3 8 0.05347 0.05347 2.59469e+07
1995 1 1 25 2 4 9 0.27126 0.27126 2.59469e+07
1995 1 1 25 2 5 11 0.50165 0.50165 2.59469e+07
1995 1 1 25 2 6 13 0.17362 0.17362 2.59469e+07
1995 1 1 25 3 4 9 0.03338 0.03338 1.907e+06
1995 1 1 25 3 5 11 0.30756 0.30756 1.907e+06
1995 1 1 25 3 6 13 0.65906 0.65906 1.907e+06
1995 2 1 16 1 4 9 0.01 0.01 221773
1995 2 1 16 1 5 11 0.04694 0.04694 221773
1995 2 1 16 1 6 14 0.14001 0.14001 221773
1995 2 1 16 1 7 17 0.37512 0.37512 221773
1995 2 1 16 1 8 22 0.25007 0.25007 221773
1995 2 1 16 1 9 27 0.14076 0.14076 221773
1995 2 1 16 1 10 32 0.03711 0.03711 221773
1995 2 1 16 2 8 22 0.06273 0.06273 112037
1995 2 1 16 2 9 28 0.15965 0.15965 112037
1995 2 1 16 2 10 33 0.23392 0.23392 112037
1995 2 1 16 2 11 37 0.24995 0.24995 112037
1995 2 1 16 2 12 44 0.25596 0.25596 112037
1995 2 1 16 2 13 54 0.03779 0.03779 112037
1995 2 1 16 3 9 29 0.00307 0.00307 15635.6
1995 2 1 16 3 10 33 0.00844 0.00844 15635.6
1995 2 1 16 3 11 38 0.05388 0.05388 15635.6
1995 2 1 16 3 12 46 0.20436 0.20436 15635.6
1995 2 1 16 3 13 55 0.3939 0.3939 15635.6
1995 2 1 16 3 14 64 0.27346 0.27346 15635.6
1995 2 1 16 3 15 73 0.0629 0.0629 15635.6
1995 2 1 16 4 10 34 0.0015 0.0015 7823.6
1995 2 1 16 4 11 37 0.00221 0.00221 7823.6
1995 2 1 16 4 12 45 0.01454 0.01454 7823.6
1995 2 1 16 4 13 56 0.09921 0.09921 7823.6
1995 2 1 16 4 14 65 0.28212 0.28212 7823.6
1995 2 1 16 4 15 75 0.41628 0.41628 7823.6
1995 2 1 16 4 16 85 0.18414 0.18414 7823.6
1995 2 1 16 5 13 57 0.01097 0.01097 1318.46
1995 2 1 16 5 14 66 0.04239 0.04239 1318.46
1995 2 1 16 5 15 76 0.24371 0.24371 1318.46
1995 2 1 16 5 16 88 0.64458 0.64458 1318.46
1995 2 1 16 5 17 102 0.05835 0.05835 1318.46
1995 2 1 16 6 15 75 0.08757 0.08757 410.263
1995 2 1 16 6 16 92 0.64364 0.64364 410.263
1995 2 1 16 6 17 105 0.26879 0.26879 410.263
1995 2 1 16 7 15 79 0.01583 0.01583 303.859
1995 2 1 16 7 16 93 0.45993 0.45993 303.859
1995 2 1 16 7 17 106 0.52424 0.52424 303.859
1995 2 1 16 8 16 96 0.28259 0.28259 75.0072
1995 2 1 16 8 17 109 0.71741 0.71741 75.0072
1995 2 1 16 9 17 110 1 1 37.4741
1995 2 1 16 10 17 113 0.88064 0.88064 32.9732
1995 2 1 16 10 18 138 0.11936 0.11936 32.9732
1995 2 1 17 1 5 11 0.02 0.02 2.28083e+06
1995 2 1 17 1 6 14 0.14789 0.14789 2.28083e+06
1995 2 1 17 1 7 17 0.67507 0.67507 2.28083e+06
1995 2 1 17 1 8 22 0.15703 0.15703 2.28083e+06
1995 2 1 17 2 6 14 0.00084 0.00084 720756
1995 2 1 17 2 7 18 0.06605 0.06605 720756
1995 2 1 17 2 8 23 0.63575 0.63575 720756
1995 2 1 17 2 9 27 0.28559 0.28559 720756
1995 2 1 17 2 10 31 0.01176 0.01176 720756
1995 2 1 17 3 8 24 0.17186 0.17186 295283
1995 2 1 17 3 9 27 0.67543 0.67543 295283
1995 2 1 17 3 10 32 0.15271 0.15271 295283
1995 2 1 17 4 8 24 0.04615 0.04615 107845
1995 2 1 17 4 9 28 0.58373 0.58373 107845
1995 2 1 17 4 10 32 0.31214 0.31214 107845
1995 2 1 17 4 11 37 0.05798 0.05798 107845
1995 2 1 17 5 8 24 0.0306 0.0306 45140.3
1995 2 1 17 5 9 28 0.46755 0.46755 45140.3
1995 2 1 17 5 10 32 0.36054 0.36054 45140.3
1995 2 1 17 5 11 37 0.11449 0.11449 45140.3
1995 2 1 17 5 12 42 0.02682 0.02682 45140.3
1995 2 1 17 6 8 24 0.04064 0.04064 46152.3
1995 2 1 17 6 9 28 0.43672 0.43672 46152.3
1995 2 1 17 6 10 32 0.37473 0.37473 46152.3
1995 2 1 17 6 11 37 0.11187 0.11187 46152.3
1995 2 1 17 6 12 43 0.03605 0.03605 46152.3
1995 2 1 18 1 5 11 0.00992 0.00992 3.61818e+06
1995 2 1 18 1 6 14 0.07936 0.07936 3.61818e+06
1995 2 1 18 1 7 18 0.59721 0.59721 3.61818e+06
1995 2 1 18 1 8 22 0.29573 0.29573 3.61818e+06
1995 2 1 18 1 9 26 0.01778 0.01778 3.61818e+06
1995 2 1 18 2 7 19 0.02595 0.02595 292079
1995 2 1 18 2 8 23 0.38386 0.38386 292079
1995 2 1 18 2 9 27 0.46753 0.46753 292079
1995 2 1 18 2 10 32 0.12266 0.12266 292079
1995 2 1 18 3 7 19 0.00026 0.00026 206390
1995 2 1 18 3 8 24 0.02265 0.02265 206390
1995 2 1 18 3 9 28 0.36288 0.36288 206390
1995 2 1 18 3 10 32 0.46619 0.46619 206390
1995 2 1 18 3 11 37 0.12456 0.12456 206390
1995 2 1 18 3 12 42 0.02345 0.02345 206390
1995 2 1 18 4 9 29 0.09839 0.09839 48445
1995 2 1 18 4 10 33 0.42892 0.42892 48445
1995 2 1 18 4 11 37 0.33543 0.33543 48445
1995 2 1 18 4 12 43 0.12721 0.12721 48445
1995 2 1 18 4 13 53 0.01005 0.01005 48445
1995 2 1 18 5 9 26 0.02212 0.02212 9118.85
1995 2 1 18 5 10 33 0.22281 0.22281 9118.85
1995 2 1 18 5 11 37 0.42193 0.42193 9118.85
1995 2 1 18 5 12 43 0.29014 0.29014 9118.85
1995 2 1 18 5 13 54 0.043 0.043 9118.85
1995 2 1 18 6 10 34 0.13986 0.13986 1156.71
1995 2 1 18 6 11 38 0.28532 0.28532 1156.71
1995 2 1 18 6 12 43 0.4579 0.4579 1156.71
1995 2 1 18 6 13 55 0.09138 0.09138 1156.71
1995 2 1 18 6 14 63 0.02554 0.02554 1156.71
1995 2 1 18 7 11 39 0.40628 0.40628 211.229
1995 2 1 18 7 12 44 0.39427 0.39427 211.229
1995 2 1 18 7 13 55 0.15761 0.15761 211.229
1995 2 1 18 7 14 64 0.04183 0.04183 211.229
1995 2 1 18 8 11 38 0.35525 0.35525 84.1973
1995 2 1 18 8 12 42 0.33588 0.33588 84.1973
1995 2 1 18 8 13 54 0.10832 0.10832 84.1973
1995 2 1 18 8 14 63 0.20055 0.20055 84.1973
1995 2 1 18 9 11 38 0.14103 0.14103 166.707
1995 2 1 18 9 12 46 0.32507 0.32507 166.707
1995 2 1 18 9 13 56 0.30267 0.30267 166.707
1995 2 1 18 9 14 66 0.13546 0.13546 166.707
1995 2 1 18 9 15 73 0.09578 0.09578 166.707
1995 2 1 18 10 12 42 0.38508 0.38508 56.3198
1995 2 1 18 10 13 62 0.0099 0.0099 56.3198
1995 2 1 18 10 14 62 0.60502 0.60502 56.3198
1995 2 1 21 1 3 8 0.00978 0.00978 7.4945e+06
1995 2 1 21 1 4 9 0.01957 0.01957 7.4945e+06
1995 2 1 21 1 5 11 0.03111 0.03111 7.4945e+06
1995 2 1 21 1 6 14 0.39483 0.39483 7.4945e+06
1995 2 1 21 1 7 17 0.52361 0.52361 7.4945e+06
1995 2 1 21 1 8 21 0.02109 0.02109 7.4945e+06
1995 2 1 21 2 5 12 0.01246 0.01246 4.10057e+06
1995 2 1 21 2 6 14 0.05291 0.05291 4.10057e+06
1995 2 1 21 2 7 18 0.2122 0.2122 4.10057e+06
1995 2 1 21 2 8 22 0.63422 0.63422 4.10057e+06
1995 2 1 21 2 9 26 0.08821 0.08821 4.10057e+06
1995 2 1 21 3 7 18 0.01727 0.01727 1.75028e+06
1995 2 1 21 3 8 24 0.51444 0.51444 1.75028e+06
1995 2 1 21 3 9 26 0.46829 0.46829 1.75028e+06
1995 2 1 21 4 8 24 0.07437 0.07437 513013
1995 2 1 21 4 9 27 0.91395 0.91395 513013
1995 2 1 21 4 10 31 0.01168 0.01168 513013
1995 2 1 21 5 8 24 0.09368 0.09368 244948
1995 2 1 21 5 9 27 0.88253 0.88253 244948
1995 2 1 21 5 10 31 0.02379 0.02379 244948
1995 2 1 21 6 8 24 0.08165 0.08165 130476
1995 2 1 21 6 9 28 0.85362 0.85362 130476
1995 2 1 21 6 10 31 0.06473 0.06473 130476
1995 2 1 21 7 8 24 0.06835 0.06835 93067.8
1995 2 1 21 7 9 28 0.69542 0.69542 93067.8
1995 2 1 21 7 10 31 0.23622 0.23622 93067.8
1995 2 1 21 8 8 25 0.03111 0.03111 182230
1995 2 1 21 8 9 28 0.63132 0.63132 182230
1995 2 1 21 8 10 31 0.33757 0.33757 182230
1995 2 1 22 1 2 6 0.00972 0.00972 1.23876e+08
1995 2 1 22 1 3 8 0.01945 0.01945 1.23876e+08
1995 2 1 22 1 4 9 0.09586 0.09586 1.23876e+08
1995 2 1 22 1 5 11 0.38163 0.38163 1.23876e+08
1995 2 1 22 1 6 13 0.45085 0.45085 1.23876e+08
1995 2 1 22 1 7 16 0.04248 0.04248 1.23876e+08
1995 2 1 22 2 4 10 0.00044 0.00044 1.55546e+07
1995 2 1 22 2 5 11 0.05277 0.05277 1.55546e+07
1995 2 1 22 2 6 14 0.56926 0.56926 1.55546e+07
1995 2 1 22 2 7 16 0.37753 0.37753 1.55546e+07
1995 2 1 22 3 5 11 0.01006 0.01006 3.34652e+06
1995 2 1 22 3 6 14 0.35049 0.35049 3.34652e+06
1995 2 1 22 3 7 17 0.61395 0.61395 3.34652e+06
1995 2 1 22 3 8 22 0.0255 0.0255 3.34652e+06
1995 2 1 22 4 5 12 0.00138 0.00138 2.09312e+06
1995 2 1 22 4 6 14 0.10378 0.10378 2.09312e+06
1995 2 1 22 4 7 17 0.79229 0.79229 2.09312e+06
1995 2 1 22 4 8 22 0.10256 0.10256 2.09312e+06
1995 2 1 23 1 2 6 0.00978 0.00978 1.69617e+08
1995 2 1 23 1 3 8 0.01956 0.01956 1.69617e+08
1995 2 1 23 1 4 9 0.11701 0.11701 1.69617e+08
1995 2 1 23 1 5 11 0.37025 0.37025 1.69617e+08
1995 2 1 23 1 6 13 0.45245 0.45245 1.69617e+08
1995 2 1 23 1 7 16 0.03093 0.03093 1.69617e+08
1995 2 1 23 2 4 9 0.00457 0.00457 3.79293e+07
1995 2 1 23 2 5 11 0.10437 0.10437 3.79293e+07
1995 2 1 23 2 6 14 0.50555 0.50555 3.79293e+07
1995 2 1 23 2 7 16 0.38551 0.38551 3.79293e+07
1995 2 1 23 3 5 11 0.01799 0.01799 3.28979e+06
1995 2 1 23 3 6 14 0.36478 0.36478 3.28979e+06
1995 2 1 23 3 7 17 0.61722 0.61722 3.28979e+06
1995 2 1 23 4 5 12 0.00097 0.00097 4.6259e+06
1995 2 1 23 4 6 14 0.10255 0.10255 4.6259e+06
1995 2 1 23 4 7 18 0.86481 0.86481 4.6259e+06
1995 2 1 23 4 8 22 0.03167 0.03167 4.6259e+06
1995 2 1 24 1 3 8 0.00984 0.00984 4.35205e+07
1995 2 1 24 1 4 9 0.01968 0.01968 4.35205e+07
1995 2 1 24 1 5 11 0.26426 0.26426 4.35205e+07
1995 2 1 24 1 6 13 0.64995 0.64995 4.35205e+07
1995 2 1 24 1 7 16 0.05628 0.05628 4.35205e+07
1995 2 1 24 2 5 11 0.01544 0.01544 1.66537e+06
1995 2 1 24 2 6 14 0.20294 0.20294 1.66537e+06
1995 2 1 24 2 7 17 0.77925 0.77925 1.66537e+06
1995 2 1 24 2 8 21 0.00237 0.00237 1.66537e+06
1995 2 1 24 3 6 14 0.05488 0.05488 66128.4
1995 2 1 24 3 7 18 0.87536 0.87536 66128.4
1995 2 1 24 3 8 21 0.06975 0.06975 66128.4
1995 2 1 25 1 1 6 0.02507 0.02507 6.05097e+07
1995 2 1 25 1 2 6 0.13222 0.13222 6.05097e+07
1995 2 1 25 1 3 8 0.14054 0.14054 6.05097e+07
1995 2 1 25 1 4 9 0.54894 0.54894 6.05097e+07
1995 2 1 25 1 5 11 0.15324 0.15324 6.05097e+07
1995 2 1 25 2 3 8 0.00327 0.00327 1.8372e+07
1995 2 1 25 2 4 9 0.17495 0.17495 1.8372e+07
1995 2 1 25 2 5 11 0.58243 0.58243 1.8372e+07
1995 2 1 25 2 6 13 0.23935 0.23935 1.8372e+07
1995 2 1 25 3 4 9 0.03281 0.03281 1.34221e+06
1995 2 1 25 3 5 11 0.4588 0.4588 1.34221e+06
1995 2 1 25 3 6 13 0.49429 0.49429 1.34221e+06
1995 2 1 25 3 7 15 0.0141 0.0141 1.34221e+06
1995 3 1 16 0 1 6 0.07723 0.07723 2.0521e+06
1995 3 1 16 0 2 6 0.11225 0.11225 2.0521e+06
1995 3 1 16 0 3 8 0.16386 0.16386 2.0521e+06
1995 3 1 16 0 4 9 0.35507 0.35507 2.0521e+06
1995 3 1 16 0 5 11 0.19375 0.19375 2.0521e+06
1995 3 1 16 0 6 13 0.09784 0.09784 2.0521e+06
1995 3 1 16 1 6 14 0.01997 0.01997 167968
1995 3 1 16 1 7 18 0.17175 0.17175 167968
1995 3 1 16 1 8 23 0.28932 0.28932 167968
1995 3 1 16 1 9 27 0.29438 0.29438 167968
1995 3 1 16 1 10 32 0.14943 0.14943 167968
1995 3 1 16 1 11 37 0.05419 0.05419 167968
1995 3 1 16 1 12 43 0.02096 0.02096 167968
1995 3 1 16 2 9 28 0.03486 0.03486 78005.1
1995 3 1 16 2 10 33 0.15966 0.15966 78005.1
1995 3 1 16 2 11 38 0.24336 0.24336 78005.1
1995 3 1 16 2 12 44 0.39033 0.39033 78005.1
1995 3 1 16 2 13 54 0.14047 0.14047 78005.1
1995 3 1 16 2 14 63 0.03131 0.03131 78005.1
1995 3 1 16 3 9 28 0.00453 0.00453 11490.3
1995 3 1 16 3 10 32 0.0126 0.0126 11490.3
1995 3 1 16 3 11 38 0.01946 0.01946 11490.3
1995 3 1 16 3 12 46 0.1429 0.1429 11490.3
1995 3 1 16 3 13 55 0.3244 0.3244 11490.3
1995 3 1 16 3 14 65 0.32427 0.32427 11490.3
1995 3 1 16 3 15 73 0.15324 0.15324 11490.3
1995 3 1 16 3 16 83 0.0186 0.0186 11490.3
1995 3 1 16 4 11 40 0.00722 0.00722 5938.04
1995 3 1 16 4 12 46 0.01254 0.01254 5938.04
1995 3 1 16 4 13 56 0.03114 0.03114 5938.04
1995 3 1 16 4 14 66 0.1228 0.1228 5938.04
1995 3 1 16 4 15 75 0.36173 0.36173 5938.04
1995 3 1 16 4 16 85 0.46458 0.46458 5938.04
1995 3 1 16 5 13 60 0.0029 0.0029 1021.72
1995 3 1 16 5 14 66 0.01305 0.01305 1021.72
1995 3 1 16 5 15 76 0.15194 0.15194 1021.72
1995 3 1 16 5 16 89 0.7828 0.7828 1021.72
1995 3 1 16 5 17 103 0.04931 0.04931 1021.72
1995 3 1 16 6 16 93 0.70993 0.70993 324.325
1995 3 1 16 6 17 103 0.29007 0.29007 324.325
1995 3 1 16 7 15 79 0.05547 0.05547 236.301
1995 3 1 16 7 16 90 0.47477 0.47477 236.301
1995 3 1 16 7 17 107 0.46975 0.46975 236.301
1995 3 1 16 8 16 97 0.38952 0.38952 58.9705
1995 3 1 16 8 17 104 0.61048 0.61048 58.9705
1995 3 1 16 9 17 110 1 1 28.8354
1995 3 1 16 10 17 108 0.65599 0.65599 25.3721
1995 3 1 16 10 18 125 0.34401 0.34401 25.3721
1995 3 1 17 0 1 6 0.0199 0.0199 1.02434e+07
1995 3 1 17 0 2 6 0.08117 0.08117 1.02434e+07
1995 3 1 17 0 3 8 0.16758 0.16758 1.02434e+07
1995 3 1 17 0 4 9 0.35866 0.35866 1.02434e+07
1995 3 1 17 0 5 11 0.21081 0.21081 1.02434e+07
1995 3 1 17 0 6 13 0.10993 0.10993 1.02434e+07
1995 3 1 17 0 7 16 0.05194 0.05194 1.02434e+07
1995 3 1 17 1 5 11 0.00978 0.00978 1.57538e+06
1995 3 1 17 1 6 14 0.01956 0.01956 1.57538e+06
1995 3 1 17 1 7 18 0.28622 0.28622 1.57538e+06
1995 3 1 17 1 8 22 0.59438 0.59438 1.57538e+06
1995 3 1 17 1 9 26 0.09007 0.09007 1.57538e+06
1995 3 1 17 2 6 14 9e-05 9e-05 577009
1995 3 1 17 2 7 19 0.00698 0.00698 577009
1995 3 1 17 2 8 24 0.31834 0.31834 577009
1995 3 1 17 2 9 27 0.59863 0.59863 577009
1995 3 1 17 2 10 31 0.07596 0.07596 577009
1995 3 1 17 3 7 19 0.00219 0.00219 241116
1995 3 1 17 3 8 24 0.07824 0.07824 241116
1995 3 1 17 3 9 28 0.60849 0.60849 241116
1995 3 1 17 3 10 32 0.27582 0.27582 241116
1995 3 1 17 3 11 37 0.03525 0.03525 241116
1995 3 1 17 4 8 24 0.02209 0.02209 87706.3
1995 3 1 17 4 9 28 0.38671 0.38671 87706.3
1995 3 1 17 4 10 32 0.45397 0.45397 87706.3
1995 3 1 17 4 11 37 0.11858 0.11858 87706.3
1995 3 1 17 4 12 42 0.01865 0.01865 87706.3
1995 3 1 17 5 8 24 0.00573 0.00573 37517.8
1995 3 1 17 5 9 28 0.31983 0.31983 37517.8
1995 3 1 17 5 10 32 0.48809 0.48809 37517.8
1995 3 1 17 5 11 37 0.14217 0.14217 37517.8
1995 3 1 17 5 12 43 0.04419 0.04419 37517.8
1995 3 1 17 6 9 28 0.34335 0.34335 38619.3
1995 3 1 17 6 10 32 0.42247 0.42247 38619.3
1995 3 1 17 6 11 37 0.18317 0.18317 38619.3
1995 3 1 17 6 12 43 0.05102 0.05102 38619.3
1995 3 1 18 0 1 6 0.04993 0.04993 7.40148e+06
1995 3 1 18 0 2 6 0.08534 0.08534 7.40148e+06
1995 3 1 18 0 3 8 0.0764 0.0764 7.40148e+06
1995 3 1 18 0 4 9 0.23796 0.23796 7.40148e+06
1995 3 1 18 0 5 11 0.28742 0.28742 7.40148e+06
1995 3 1 18 0 6 13 0.22846 0.22846 7.40148e+06
1995 3 1 18 0 7 16 0.03448 0.03448 7.40148e+06
1995 3 1 18 1 5 11 0.00982 0.00982 2.03173e+06
1995 3 1 18 1 6 13 0.01964 0.01964 2.03173e+06
1995 3 1 18 1 7 19 0.12971 0.12971 2.03173e+06
1995 3 1 18 1 8 23 0.60856 0.60856 2.03173e+06
1995 3 1 18 1 9 27 0.23226 0.23226 2.03173e+06
1995 3 1 18 2 7 19 0.00026 0.00026 223027
1995 3 1 18 2 8 24 0.06231 0.06231 223027
1995 3 1 18 2 9 28 0.51535 0.51535 223027
1995 3 1 18 2 10 32 0.36758 0.36758 223027
1995 3 1 18 2 11 37 0.05451 0.05451 223027
1995 3 1 18 3 8 24 0.01174 0.01174 152592
1995 3 1 18 3 9 29 0.14041 0.14041 152592
1995 3 1 18 3 10 33 0.5528 0.5528 152592
1995 3 1 18 3 11 37 0.24695 0.24695 152592
1995 3 1 18 3 12 42 0.04811 0.04811 152592
1995 3 1 18 4 9 29 0.01317 0.01317 35683.2
1995 3 1 18 4 10 33 0.30749 0.30749 35683.2
1995 3 1 18 4 11 37 0.46055 0.46055 35683.2
1995 3 1 18 4 12 43 0.20152 0.20152 35683.2
1995 3 1 18 4 13 53 0.01728 0.01728 35683.2
1995 3 1 18 5 9 29 0.02483 0.02483 6836.05
1995 3 1 18 5 10 33 0.17776 0.17776 6836.05
1995 3 1 18 5 11 37 0.42515 0.42515 6836.05
1995 3 1 18 5 12 43 0.32472 0.32472 6836.05
1995 3 1 18 5 13 53 0.04754 0.04754 6836.05
1995 3 1 18 6 10 33 0.09697 0.09697 902.659
1995 3 1 18 6 11 37 0.32398 0.32398 902.659
1995 3 1 18 6 12 44 0.4271 0.4271 902.659
1995 3 1 18 6 13 55 0.13442 0.13442 902.659
1995 3 1 18 6 14 63 0.01753 0.01753 902.659
1995 3 1 18 7 11 39 0.30676 0.30676 167.944
1995 3 1 18 7 12 45 0.4091 0.4091 167.944
1995 3 1 18 7 13 55 0.19311 0.19311 167.944
1995 3 1 18 7 14 64 0.09103 0.09103 167.944
1995 3 1 18 8 11 37 0.23708 0.23708 66.877
1995 3 1 18 8 12 42 0.18449 0.18449 66.877
1995 3 1 18 8 13 57 0.24843 0.24843 66.877
1995 3 1 18 8 14 64 0.30036 0.30036 66.877
1995 3 1 18 8 15 72 0.02963 0.02963 66.877
1995 3 1 18 9 11 37 0.30682 0.30682 132.546
